mark,publication_date,file_text,author,title,год попадания,автор/авторы,книга,цикл,аннотация,оценка *,оценка цифрой,этап,№ обзора,Ссылка на выпуск обзора,Ссылка на роман,HC,Перенесено в этот файл из других источников,Комментарии переносов,Редакция строки,автор2,автор3,линк,номер,время,Ссылка на выпуск обзора.1,"год попадания, из исходной редакции, без ""округления""",Unnamed: 22,Unnamed: 23,Unnamed: 24,Служебные отметки,LC,link_domain,num_pers
7.12*31,18/02/2018,Васильев_Николай_Петербургский_пленник.txt,Васильев Николай,Петербургский пленник,1860,Васильев Николай,Петербургский пленник,,Авантюрные приключения сексуально озабоченного попаданца в России и Америке в середине 19 века.,***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/w/wasilxew_n_f/peterburgskiyplennik.shtml,,,#Н/Д,1860.0,,,,+++++,,samlib.ru,538
7.49*17,09/06/2019,Стародубов_Алексей_1._Индеец.txt,Стародубов Алексей,1. Индеец,1856,Стародубов Алексей,1. Индеец,Индеец,"Студент-геолог попадает в тело индейца племени ""Больших Енотов""",***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/s/starodubow_a/indeec.shtml,,,#Н/Д,1856.0,,,,+++++,,samlib.ru,147
7.04*25,20/09/2016,Стародубов_Алексей_2._Вождь.txt,Стародубов Алексей,2. Вождь,1856,Стародубов Алексей,2. Вождь,Индеец,"Студент-геолог попадает в тело индейца племени ""Больших Енотов""",***,3,пишется,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/s/starodubow_a/wozhdx.shtml,1.0,,#Н/Д,1856.0,,,,+++++,,samlib.ru,68
5.82*224,23/03/2020,Чернов_Кирилл_Записки_Империалиста.txt,Чернов Кирилл,Записки Империалиста,1855,Чернов Кирилл,Записки Империалиста,,"Вселенец в Александра II в февраль 1855 года. Николай I скоро умрет, на дворе - Крымская война.",***,3,пишется,42,ссылка на обзор,ссылка,OK,,,,,,http://samlib.ru/c/chernow_k_n/al2-j.shtml,,,https://author.today/post/77707,1855.0,,,,+++++,,samlib.ru,1115
1.64*41,31/01/2015,Рыбаченко_Олег_Крымская_война_-_батальона_ДНР.txt,Рыбаченко Олег,Крымская война - батальона ДНР,1854,Рыбаченко Олег,Крымская война - батальона ДНР,,"Группа донецких ополченцев во главе со Стрелковым проваливается в 1854 год в разгар Инкермоновского сражения решившего судьбу Крымской войны. Причем самая эффективная боевая мощь не танки и вертолеты, а четыре красивые девушки приобретшие в результате радиоактивной мутации сверхспособности.",**,2,закончено,#Н/Д,#Н/Д,ссылка,OK,,,ссылка pesh 19/2,,,http://samlib.ru/r/rybachenko_o_p/terror2-1906.shtml,,,#Н/Д,1854.0,,,,+++++,,samlib.ru,419
6.98*350,27/12/2014,Балашов_Владимир_Поворот.txt,Балашов Владимир,Поворот,1851,Балашов Владимир,Поворот,,"Альтернативная история по Крымской войне. Вселенец в российского дворянина 1851 г. Легкое прогрессорство, везение и дружба с наследником престола.",***,3,застой,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/b/balashow_w_a/povorot.shtml,,,#Н/Д,1851.0,,,,+++++,,samlib.ru,341
7.63*59,25/09/2018,Ноунэйм_Алексей_Поворот-2.txt,Ноунэйм Алексей,Поворот-2,1851,Ноунэйм Алексей,Поворот-2,,"Фанфик на ""Поворот"" Балашова.",**,2,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/a/aleksej_m_n/povorot.shtml,,,#Н/Д,1851.0,,,,+++++,,samlib.ru,155
5.08*64,24/05/2014,Иванов_Петр_1._Пробуждение.txt,Иванов Петр,1. Пробуждение,1848,Иванов Петр,1. Пробуждение,Тонкая линия,"Наш современник, инженер-связист, в результате некоего эксперимента переносится в тело своего предка - матроса на корабле ""Три святителя"" накануне Крымской войны.",****,4,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/i/iwanow_petr_iwanowich/test.shtml,,,#Н/Д,1848.0,,,,+++++,,samlib.ru,257
5.94*38,11/06/2014,Иванов_Петр_2._Туман_войны.txt,Иванов Петр,2. Туман войны,1848,Иванов Петр,2. Туман войны,Тонкая линия,"Наш современник, инженер-связист, в результате некоего эксперимента переносится в тело своего предка - матроса на корабле ""Три святителя"" накануне Крымской войны.",****,4,застой,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/i/iwanow_petr_iwanowich/tonkajalinijachastx2tumanwojny.shtml,,,#Н/Д,1848.0,,,,+++++,,samlib.ru,242
6.06*80,09/03/2014,Белый_Алекс_Одинокий_Ворон_из_племени_Черноногих.txt,Белый Алекс,Одинокий Ворон из племени Черноногих,1844,Белый Алекс,Одинокий Ворон из племени Черноногих,,"Попаданец-авантюрист из 2042 года в индейца 19-го века. Менять реальность будет, но не для того, чтобы осчастливить жаждущих, а чисто из спортивного интереса.",***,3,застой,#Н/Д,#Н/Д,ссылка,OK,,,просмотрено pesh 14/02/23,,,http://samlib.ru/b/belyj_aw/indian.shtml,,,#Н/Д,1844.0,,,,+++++,,samlib.ru,75
5.26*87,19/04/2016,Робинзон_Вертать_Алясочку_назад_не_придется.txt,Робинзон,Вертать Алясочку назад не придется,1840,Робинзон,Вертать Алясочку назад не придется,,Группа геологов с Камчатки залетела на самолете не туда...,**,2,застой,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/r/robinzon/a-3.shtml,,,#Н/Д,1840.0,,,,+++++,,samlib.ru,159
3.86*5,27/02/2021,Васильев_Николай_Похождения_поручика_Ржевского.txt,Васильев Николай,Похождения поручика Ржевского,1835,Васильев Николай,Похождения поручика Ржевского,,"Литератор-графоман на секунду умилился мысли о привлекательности писательского ремесла в 19 веке, и в следующем абзаце был в этот век перенесен. Очень резкое попаданство, резкое развитие событий - при чтении первых глав не покидает ощущение, что книге был сделан монтаж. Впрочем, в середине и ближе к концу произведения это ощущение не пропадает. Написано легко, но как-то негармонично и местами сумбурно. И разговоры, разговоры, разговоры...",***,3,закончено,122,ссылка на обзор,ссылка,OK,,,,,,http://samlib.ru/w/wasilxew_n_f/pochojdeniyporuchikarjevskogo.shtml,,,https://zen.yandex.ru/media/backinussr/novosti-janra-popadancy-v-proshloe-122-60409524afc00e4c655d9c91,1835.0,,,,+++++,,samlib.ru,737
5.90*52,20/09/2016,Соколов_Радик_1._Часть_I.txt,Соколов Радик,1. Часть I,1830,Соколов Радик,1. Часть I,Холера,Попаданец в начало 19 века в сибирскую глубинку.,***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/s/sokolow_radik/fthf1.shtml,,,#Н/Д,1830.0,,,,+++++,,samlib.ru,157
6.22*39,23/09/2016,Соколов_Радик_2._Часть_II.txt,Соколов Радик,2. Часть II,1830,Соколов Радик,2. Часть II,Холера,Попаданец в начало 19 века в сибирскую глубинку.,***,3,застой,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/s/sokolow_radik/fkthf2.shtml,,,#Н/Д,1830.0,,,,+++++,,samlib.ru,167
